c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes
109,185,2,,,,,,18,,,,,,,,9599,14048,"元代釋以假113103居白雲山福林院"
110,186,2,,,,,,18,,,,,,,,9599,14036,"元代釋文侃113091居安陽三泉福勝院"
111,187,2,,,,,,18,,,,,,,,9599,13974,"元代釋英35299居陽山福嚴精舍"
112,188,2,,,,,,18,,,,,,,,9599,14108,"元代釋至訥113163居崑山福嚴寺"
112,189,2,1065,0,0,0,0,20,,,,,,,,27842,205,"Temple ID 139129 Location: 洪洞縣東南; Founding: 宋治平二年; Other: 一名鹿苑寺"
112,190,2,730,0,0,2,0,20,,,,,,,,27842,205,"Temple ID 139130 Location: 臨潼縣麗山; Founding: 唐开元中; Other: 石瓮寺，宋代改名"
112,191,2,0,0,0,0,0,20,,,,,,,,27842,205,"Temple ID 139131 Location: 褒城縣南; Other: 金华寺"
112,192,2,0,0,0,0,0,20,,,,,,,,27842,205,"Temple ID 139825 Location: 光化縣東"
112,193,2,0,0,0,0,0,20,,,,,,,,27842,205,"Temple ID 139908 Location: 衡山縣祝融峰; Other: 唐太宗赐御书梵经二十卷，今亡"
113,194,2,,,,,,18,,,,,,,,9599,14233,"元代釋清珙53506居嘉興當湖之福源寺"
114,195,2,,,,,,18,,,,,,,,9599,11123,"元代趙110437居後居甘州山寺"
115,196,1,,,,,18,18,,,,,,,,9599,4119,"from L.Walton: Cheng Jufu, Cheng xuelou wenji [Yuandai zhenben ed], 11.13b-14b; Jiangxi tongzhi [1881 ed.], 81.27a-b"
116,197,1,1213,,,,15,,,,,,,,,,,"from L.Walton: "
117,198,1,,,,,18,18,,,,,,,,9599,2736,"from L.Walton: 大明一統志 45.10a; Zhejiang tongzhi 27.22b; SYXA:supp.70.78b1"
117,3597,1,1300,625,4,2,18,,,,,,,,,38282,51,"多个出處:中國古代的書院制度P51;中國書院制度考略P21."
118,199,2,,,,,,18,,,,,,,,9599,13972,"元代釋尚113033居杭州高麗寺"
119,200,1,1317,,,2,18,18,,,,,,,,,,"from L.Walton: Liu Guan, 16.1a-2b"
120,201,1,1341,,,,18,18,,,,,,,,,,"from L.Walton: Xu Youren, 43.34b-36a"
121,202,2,,,,,,18,,,,,,,,9599,14333,"元代釋德昻113378居義烏廣愛寺"
122,203,2,,,,,,18,,,,,,,,9599,14393,"元代釋必蘭納識里113438居大都廣寒院"
123,204,2,,,,,,18,,,,,,,,9599,14141,"元代釋志誠113194居大都廣化寺"
123,205,2,1100,0,0,2,0,20,,,,,,,,27842,69,"Temple ID 139728 Location: 孝感縣東門外; Founding: 宋代"
124,206,2,,,,,,18,,,,,,,,9599,14216,"元代釋崇裕113266居廣利禪寺"
125,207,1,1275,,,,15,,,,,,,,,,,"from L.Walton: Wang Yinglin, Siming wenxian ji, 1.16b-18b; Ningbo fu jianyao zhi, 9.472"
126,208,1,,,,,18,18,,,,,,,,9599,8731,
126,3874,1,1196,604,2,0,17,,,,,,,,,38278,307,"多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P109,225;元代書院之地理分佈P366."
127,209,1,,,,,18,18,,,,,,,,9599,1935,"from L.Walton: 大明一統志 38.13b"
127,210,1,1230,,,,15,,,,,,,,,,,"from L.Walton: 大明一統志 10.9a"
127,211,1,1225,,,,15,,,,,,,,,,,"from L.Walton: Liu Chenweng, 1.5b-7a"
127,3086,1,1112,536,2,2,15,,,,,,,,,38280,390,"多个出處:元代書院之地理分佈P390;中國古代的書院制度P29,50;中國書院制度考略P20."
127,3598,1,1300,625,4,2,18,,,,,,,,,38282,51,"多个出處:中國古代的書院制度P51;中國書院制度考略."
128,212,1,1363,,,,18,18,,,,,,,,,,"from L.Walton: Wei Su, 10.10b-11a"
128,3067,1,1075,573,5,2,78,,,,,,,,,38278,317,"多个出處:宋代書院與宋代學術之關係P317;元代書院之地理分佈P380."
129,213,2,,,,,,18,,,,,,,,9599,14221,"元代釋惟則113270居海鹽海門寺"
130,214,2,,,,,,18,,,,,,,,9599,14040,"元代釋文煥113095居居臨川海雲 精舍"
131,215,1,1247,,,2,15,18,,,,,,,,9599,8754,"from L.Walton: Sun 40 (Fujian #25); 大明一統志 77.27b; Fujian tongzhi 63.4a-b (1835); SS 421/180, 12586; SYXA supp70.39b7"
132,216,1,1284,,,,18,18,,,,,,,,,,"from L.Walton: Wu Cheng, 20.23b-25b; 大明一統志 80.21b [Chengnan shuzhuang]; Guangdong shuyuan zhidu, p.18"
133,217,1,,,,,18,18,,,,,,,,9599,2410,"from L.Walton: Zheng Yuanyu, Wudu wencui (SKQS ed.), 13.22b-24a"
133,218,1,,,,,18,18,,,,,,,,9599,4280,"from L.Walton: Dai Biaoyuan, 10.3a-4b; 大明一統志 8.9a"
133,219,1,,,,,18,18,,,,,,,,9599,9742,
133,3325,1,1235,552,2,0,15,,,,,,,,,38277,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P388."
133,3599,1,1300,625,4,2,18,,,,,,,,,38280,378,"多个出處:元代書院之地理分佈P378;中國古代的書院制度P51;中國書院制度考略P21."
134,220,2,321,,,,,18,,,,,,,,9599,14171,"元代釋法明53317居鎮江鶴林寺; Temple ID 139337 Location: 丹徒縣黃鶴山; Founding: 晋大兴四年; Other: 宋代今名"
135,221,1,,,,,18,18,,,,,,,,,,"from L.Walton: YR I.517; Cheng Jufu, 5.8a"
136,222,1,1330,,,,18,18,,,,,,,,,,"from L.Walton: Yu Ji, 3.2a-5a; 9a-10b [Zhonghua wenshi congshu ed.]; 大明一統志 8.9a"
136,3262,1,1206,589,2,2,78,,,,,,,,,38278,330,"多个出處:宋代書院與宋代學術之關係P330;元代書院之地理分佈P394;四川書院史P26."
136,3283,1,1210,590,3,0,78,,,,,,,,,38278,325,"多个出處:宋代書院與宋代學術之關係P325;元代書院之地理分佈P387."
136,3284,1,1210,590,3,0,78,,,,,,,,,38278,330,"多个出處:宋代書院與宋代學術之關係P330;四川書院史P26."
136,3327,1,1236,552,3,0,15,,,,,,,,,38277,10;34,"多个出處:中國古代書院發展史P10,34;宋代書院與宋代學術之關係P331;元代書院之地理分佈P389;中國古代的書院制度P28,52;中國書院制度考略."
137,223,2,,,,,,18,,,,,,,,9599,14043,"元代釋文藻113098居湖州何山禪寺"
138,224,2,,,,,,18,,,,,,,,9599,14179,"元代釋法喜113230居當州洪福寺"
138,225,2,,,,,,18,,,,,,,,9599,14010,"元代釋子成113068居渭南洪福寺"
138,226,2,955,0,0,2,0,20,,,,,,,,27842,75,"Temple ID 138962 Location: 開州新店; Founding: 后周始建; Other: 宋修隆庆万历中重修"
138,227,2,635,0,0,2,0,20,,,,,,,,27842,76,"Temple ID 138963 Location: 饒陽縣; Founding: 唐贞观中"
138,228,2,0,0,0,0,0,20,,,,,,,,27842,76,"Temple ID 138964 Location: 膠州治南"
138,229,2,547,0,0,2,0,20,,,,,,,,27842,76,"Temple ID 138965 Location: 杞縣通許縣中牟縣; Founding: 武定五年，唐代; Other: 三寺"
138,230,2,730,0,0,2,0,20,,,,,,,,27842,76,"Temple ID 138966 Location: 涉縣北; Founding: 唐开元中"
138,231,2,0,0,0,0,0,20,,,,,,,,27842,76,"Temple ID 138967 Location: 府城北; Other: 宋仁宗幸临"
138,232,2,634,0,0,0,0,20,,,,,,,,27842,76,"Temple ID 138968 Location: 長安縣西門外; Founding: 唐贞观八年; Other: 玄弉译经处，神龙一年兴福寺，大定四年今名"
139,233,2,,,,,,18,,,,,,,,9599,14042,"元代釋文謙113097居台州鴻福寺"
140,234,1,1348,,,,18,18,,,,,,,,,,"from L.Walton: Wei Su, Shuoxue zhaigao [e-SKQS], 1.42a-44a"
140,3532,1,1300,625,4,2,18,,,,,,,,,,,
141,235,1,1295,,,,18,18,,,,,,,,9599,103,"from L.Walton: Zhixun Zhenjiang zhi, 11.27b-32a; 大明一統志 11.6a"
142,236,1,,,,,18,18,,,,,,,,9599,12223,
143,237,1,,,,,18,18,,,,,,,,9599,5419,
144,238,1,1345,,,,18,18,,,,,,,,,,"from L.Walton: Wei Su 10.10b-11b (1361); 大明一統志 38.13b [lists under this location a Huang'gang 黃岡 which must be a mistake for Imperial Ridge]"
145,239,2,,,,,,18,,,,,,,,9599,14110,"元代釋至溫113165居上都華嚴寺"
145,240,2,,,,,,18,,,,,,,,9599,14346,"元代釋慧明113391居大同華嚴寺"
145,241,2,590,0,0,2,0,20,,,,,,,,27842,21,"Temple ID 138322 Location: 州西南; Founding: 隋开皇中"
145,242,2,745,0,0,2,0,20,,,,,,,,27842,21,"Temple ID 138323 Location: 州南; Founding: 唐开宝中"
145,243,2,0,0,0,0,0,20,,,,,,,,27842,21,"Temple ID 138324 Location: 五寨縣廬茅山; Other: 明万历中重修"
145,244,2,1062,0,0,0,0,20,,,,,,,,27842,21,"Temple ID 138325 Location: 大同縣西門內; Founding: 辽清宁八年; Other: 僧纲司寺"
145,245,2,1328,0,0,2,0,20,,,,,,,,27842,21,"Temple ID 138326 Location: 河曲縣治東; Founding: 元天历初"
145,246,2,0,0,0,0,0,20,,,,,,,,27842,22,"Temple ID 138327 Location: 延津縣"
145,247,2,1405,0,0,2,0,20,,,,,,,,27842,22,"Temple ID 140033 Location: 鹽源縣治東; Founding: 明永乐初"
145,248,2,1300,0,0,2,0,20,,,,,,,,27842,22,"Temple ID 140283 Location: 昆陽州西北; Founding: 元代; Other: 一名大云寺"
145,249,2,0,0,0,0,0,20,,,,,,,,27842,22,"Temple ID 140454 Location: 府城西北華嚴洞"
146,250,1,,,,,18,18,,,,,,,,9599,2228,"from L.Walton: Liu Guan, 15.15b-18b; 天下, .215"
147,251,2,,,,,,18,,,,,,,,9599,14050,"元代釋古潭113105居寓慧日寺"
147,252,2,525,0,0,2,0,20,,,,,,,,27842,51,"Temple ID 138766 Location: 常熟縣城西北隅; Founding: 梁天监中慧乡; Other: 祥符一年改今名，祝鏊道场"
147,253,2,1377,0,0,0,0,20,,,,,,,,27842,51,"Temple ID 140027 Location: 雲陽縣西; Founding: 明洪武九年"
148,254,2,,,,,,18,,,,,,,,9599,14302,"元代釋照鑑113347居惠山寺"
148,255,2,425,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 138740 Location: 縣西惠山; Founding: 宋景平初（华山精舍）; Other: 宋湛茂别业历山草堂"
149,256,2,,,,,,18,,,,,,,,9599,14354,"元代釋盤谷113399居杭州慧因寺"
149,257,2,0,0,0,0,0,20,,,,,,,,27842,50,"Temple ID 138763 Location: 甘泉縣西; Other: 乾隆十六年二十二年二十七年四十五年巡幸"
150,258,1,,,,,18,18,,,,,,,,,,"from L.Walton: "
151,259,2,,,,,,18,,,,,,,,9599,14270,"元代釋普悅113316居居薦福寺"
152,260,1,,,,,18,18,,,,,,,,9599,9378,
152,261,1,1321,,,,18,18,,,,,,,,,,"from L.Walton: Cheng Duanli, Xuehai leibian, 1a-5a (lecture); Jinling xinzhi, 9.30a"
152,3298,1,1221,610,14,0,17,,,,,,,,,38278,334,
153,262,2,865,,,,,18,,,,,,,,9599,13996,"元代釋了萬113056居永嘉江心寺; Temple ID 139562 Location: 永嘉縣孤嶼山; Founding: 唐咸通中"
153,263,2,865,,,,,18,,,,,,,,9599,14203,"元代釋祖傑113254居永嘉江心寺; Temple ID 139562 Location: 永嘉縣孤嶼山; Founding: 唐咸通中"
154,264,2,,,,,,18,,,,,,,,9599,14138,"元代釋希顏113191居玉峰薦嚴寺"
155,265,2,,,,,,18,,,,,,,,9599,13970,"元代釋定113031居中慶路覺照寺"
155,266,2,0,0,0,0,0,20,,,,,,,,27842,33,"Temple ID 140300 Location: 馬龍州西; Other: 多奇胜"
156,267,1,1298,,,,18,18,,,,,,,,9599,11434,"from L.Walton: Dai Biaoyuan, 10.6a-7a"
156,3253,1,1196,604,2,0,17,,,,,,,,,38278,307,"多个出處:宋代書院與宋代學術之關係P307;江西古代書院研究P109,225;元代書院之地理分佈P366."
156,3600,1,1300,625,4,2,18,,,,,,,,,38282,51,"多个出處:中國古代的書院制度P51;中國書院制度考略P21."
156,3789,1,1181,621,8,0,59,,,,,,,,,38278,306,"多个出處:宋代書院與宋代學術之關係P306;江西古代書院研究P108."
157,268,2,,,,,,18,,,,,,,,9599,14144,"元代釋戒度113197居居餘姚極樂 寺"
157,269,2,800,0,0,2,0,20,,,,,,,,27842,43,"Temple ID 139691 Location: 上猶縣北不路村; Founding: 唐代; Other: 一名梅峰寺"
158,270,2,,,,,,18,,,,,,,,9599,14313,"元代釋壽寧113358居上海靜安寺; Temple ID 139310 Location: 上海縣滬瀆上; Other: 旧重丹寺，宋大中祥符中今名"
159,271,2,940,,,,,18,,,,,,,,9599,14084,"元代釋夷簡113139居杭州淨慈寺; Temple ID 139437 Location: 錢塘縣南屏山; Founding: 吴越时; Other: 初名慧日永明院，南宋时代遭火、复兴，康熙三十八今名"
159,272,2,0,0,0,0,0,20,,,,,,,,27842,106,"Temple ID 139665 Location: 高安縣西南; Other: 宋刘焕故里"
160,273,2,,,,,,18,,,,,,,,9599,14237,"元代釋紹大113284居建德路烏龍山景德禪寺"
161,274,2,,,,,,18,,,,,,,,9599,14000,"元代釋士璋113060居旌德教寺"
162,275,2,,,,,,18,,,,,,,,9599,14332,"元代釋廣鑄113377居當陽景德寺"
162,276,2,,,,,,18,,,,,,,,9599,14001,"元代釋大同113061居會稽之景德寺,寶林寺"
162,277,2,,,,,,18,,,,,,,,9599,13975,"元代釋茂113035居天童之景德寺"
162,278,2,350,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 138850 Location: 昆山縣治通德坊; Founding: 晋代; Other: 晋王珉舍宅，初名宝寺，景德二年今名"
162,279,2,350,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 138851 Location: 宣城縣治北陵場三峰; Founding: 晋代; Other: 晋名永安，唐名开元，黄檗居此"
162,280,2,1005,0,0,2,0,20,,,,,,,,27842,52,"Temple ID 139595 Location: 上饒縣南; Founding: 宋景德中; Other: 康熙中重修"
162,281,2,0,0,0,0,0,20,,,,,,,,27842,53,"Temple ID 139624 Location: 府治東; Other: 旧名景云，唐白居易记录"
162,282,2,420,0,0,2,0,20,,,,,,,,27842,53,"Temple ID 139682 Location: 府成內; Founding: 刘宋时; Other: 旧名安天寺，万化中府学，嘉靖中复为寺"
163,283,2,,,,,,18,,,,,,,,9599,14127,"元代釋妙用113181居景德院"
164,284,2,,,,,,18,,,,,,,,9599,14190,"元代釋英辯113241居泰州景福寺"
164,285,2,635,0,0,2,0,20,,,,,,,,27842,53,"Temple ID 138853 Location: 無為州治西; Founding: 唐贞观中"
164,286,2,0,0,0,0,0,20,,,,,,,,27842,53,"Temple ID 138854 Location: 永濟縣南; Other: 明神宗御书额"
165,287,2,,,,,,18,,,,,,,,9599,14345,"元代釋慧定113390居淨 居寺"
165,288,2,710,0,0,2,0,20,,,,,,,,27842,105,"Temple ID 138304 Location: 光山縣凈居山; Founding: 唐神龙中"
165,289,2,800,0,0,2,0,20,,,,,,,,27842,105,"Temple ID 139627 Location: 新城縣城內東山; Founding: 唐代; Other: 宋治平初今地改建"
165,290,2,0,0,0,0,0,20,,,,,,,,27842,105,"Temple ID 139800 Location: 枝江縣東"
165,291,2,1275,0,0,2,0,20,,,,,,,,27842,105,"Temple ID 140010 Location: 廣安州東; Founding: 元至元中"
166,292,2,,,,,,18,,,,,,,,9599,14130,"元代釋妙高113184居杭州徑山寺"
167,293,2,,,,,,18,,,,,,,,9599,14266,"元代釋普仁113312居金華西峯淨土禪寺"
168,294,2,,,,,,18,,,,,,,,9599,14328,"元代釋廣恩113373居臨清淨土寺"
168,295,2,500,0,0,2,0,20,,,,,,,,27842,106,"Temple ID 138303 Location: 巩縣東北; Founding: 后魏景明中; Other: 一名石窟寺，亦名石佛寺，唐宋题咏多"
169,296,1,1327,,,-1,18,18,,,,,,,,,,"from L.Walton: Xu tongkao, 51; He Youshen, p.400; YS 138.3326; Huang Jin, Jinhua Huang xiansheng wenji [SBCK],28.9a"
169,3540,1,1300,625,4,2,18,,,,,,,,,,,
170,297,1,,,,,18,18,,,,,,,,9599,9668,"from L.Walton: Jiangxi tongzhi 82.42a; 大明一統志 52.21a"
171,298,2,,,,,,18,,,,,,,,9599,14151,"元代釋並學113204居杭州淨性寺"
172,299,1,1312,,,,18,18,,,,,,,,,,"from L.Walton: Wei Su, 5.12b-13b"
172,3620,1,1302,625,6,2,18,,,,,,,,,38280,399,
173,300,1,,,,,18,18,,,,,,,,,,"from L.Walton: 大明一統志 52.21a"
174,301,1,1350,,,2,18,18,,,,,,,,,,"from L.Walton: 大明一統志 71.6a"
174,3729,1,1349,636,9,0,18,,,,,,,,,38280,395,"多个出處:元代書院之地理分佈P395;四川書院史P59."
175,302,2,1100,,,,,18,,,,,,,,9599,14329,"元代釋廣裕113374居翼城金仙寺; Location: 翼城縣東門外澮水; Founding: 宋代; Other: Temple ID 139261 元延祐中移至同颖坊; Temple ID 139261 Location: 翼城縣東門外澮水; Founding: 宋代; Other: 元延祐中移至同颖坊"
175,303,2,1535,0,0,0,0,20,,,,,,,,27842,46,"Temple ID 140466 Location: 府城北; Founding: 明嘉靖十四年"
176,304,1,,,,,18,18,,,,,,,,9599,9300,"from L.Walton: Sun 32 (Jiangxi #88); Jiangxi tongzhi, 82.26a; 大明一統志 50.7b"
177,305,2,,,,,,18,,,,,,,,9599,14366,"元代釋懷信113411居金陵集慶寺"
178,306,1,,,,,18,18,,,,,,,,9599,1608,
178,307,1,,,,,18,18,,,,,,,,9599,8816,
179,308,2,,,,,,18,,,,,,,,9599,14323,"元代釋與恭113368居餘姚九功寺"
180,309,2,,,,,,18,,,,,,,,9599,14288,"元代釋智楫113334居絳州寂照院"
181,310,1,,,,,18,18,,,,,,,,9599,294,
182,311,2,800,,,,,18,,,,,,,,9599,14129,"元代釋妙恩113183居泉州開元寺; Temple ID 140109 Location: 晉江縣; Founding: 唐代; Other: 初名莲花寺"
182,312,2,800,,,,,18,,,,,,,,9599,14090,"元代釋如照113145居開元寺; Temple ID 140109 Location: 晉江縣; Founding: 唐代; Other: 初名莲花寺"
182,313,2,,,,,,18,,,,,,,,9599,14328,"元代釋廣恩113373居居邢州開元 寺"
182,314,2,1410,0,0,0,0,20,,,,,,,,27842,26,"Temple ID 138686 Location: 盧龍縣南臺山; Founding: 明永乐七年"
182,315,2,730,0,0,2,0,20,,,,,,,,27842,26,"Temple ID 138687 Location: 薊城東南; Founding: 唐开元中; Other: 明弘治中重修"
182,316,2,0,0,0,0,0,20,,,,,,,,27842,26,"Temple ID 138688 Location: 舊滄州城內; Other: 铁狮子残关"
182,317,2,730,0,0,2,0,20,,,,,,,,27842,26,"Temple ID 138689 Location: 府治東; Founding: 唐开元中; Other: 明洪武中重修"
182,318,2,800,0,0,2,0,20,,,,,,,,27842,26,"Temple ID 138690 Location: 州治東; Founding: 唐代"
182,319,2,0,0,0,0,0,20,,,,,,,,27842,26,"Temple ID 138691 Location: 州治西北; Other: 隋代，觉观寺，唐代今名"
182,320,2,0,0,0,0,0,20,,,,,,,,27842,26,"Temple ID 138692 Location: 州治西南; Other: 宋景祐中寺塔建立"
182,321,2,635,0,0,2,0,20,,,,,,,,27842,26,"Temple ID 138693 Location: 州舊城南; Founding: 唐贞观中"
182,322,2,0,0,0,0,0,20,,,,,,,,27842,26,"Temple ID 138694 Location: 州治南; Other: 有十三级塔，咸平四年始建，至和二年成"
182,323,2,350,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138695 Location: 吳縣治西南; Founding: 晋代"
182,324,2,730,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138696 Location: 山陽縣西南; Founding: 唐开元中"
182,325,2,0,0,0,0,0,20,,,,,,,,27842,27,"Temple ID 138697 Location: 永濟縣東關內; Other: 明洪武初五寺合并而来"
182,326,2,730,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138698 Location: 府城內; Founding: 唐开元中"
182,327,2,730,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138699 Location: 鄭州治東; Founding: 唐开元中"
182,328,2,930,0,0,0,0,20,,,,,,,,27842,27,"Temple ID 138700 Location: 商邱縣城南，虞城縣; Founding: 南唐，宋绍圣三年; Other: 有二寺"
182,329,2,730,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138701 Location: 舞陽縣治西; Founding: 唐开元中"
182,330,2,0,0,0,0,0,20,,,,,,,,27842,27,"Temple ID 138702 Location: 府城東北"
182,331,2,730,0,0,2,0,20,,,,,,,,27842,27,"Temple ID 138703 Location: 臨穎縣北; Founding: 唐开元中"
182,332,2,0,0,0,0,0,20,,,,,,,,27842,27,"Temple ID 138704 Location: 州城三門山"
182,333,2,716,0,0,0,0,20,,,,,,,,27842,28,"Temple ID 138705 Location: 鹹寧縣南薰坊; Founding: 唐开元四年"
182,334,2,712,0,0,0,0,20,,,,,,,,27842,28,"Temple ID 138706 Location: 鳳翔縣城內; Founding: 唐开元一年; Other: 存吴道子画佛像"
182,335,2,0,0,0,0,0,20,,,,,,,,27842,28,"Temple ID 138707 Location: 西鄉縣東"
182,336,2,800,0,0,2,0,20,,,,,,,,27842,28,"Temple ID 139386 Location: 州治北; Founding: 唐代"
182,337,2,0,0,0,0,0,20,,,,,,,,27842,28,"Temple ID 139502 Location: 會稽縣東南; Other: 唐董昌故宅"
182,338,2,710,0,0,2,0,20,,,,,,,,27842,28,"Temple ID 139548 Location: 府城東; Founding: 唐神龙中; Other: 康熙中重建"
182,339,2,520,0,0,2,0,20,,,,,,,,27842,30,"Temple ID 139889 Location: 武陵縣城南; Founding: 梁，普通中; Other: 初名宝应寺，开元改今名"
182,340,2,0,0,0,0,0,20,,,,,,,,27842,28,"Temple ID 139948 Location: 州治西"
182,341,2,800,0,0,2,0,20,,,,,,,,27842,28,"Temple ID 139972 Location: 漢州治東; Founding: 唐代"
182,342,2,730,0,0,2,0,20,,,,,,,,27842,28,"Temple ID 140025 Location: 奉節縣西; Founding: 唐开元中"
182,343,2,550,0,0,0,0,20,,,,,,,,27842,29,"Temple ID 140093 Location: 閩縣芝山南; Founding: 梁太清三年（灵山寺）; Other: 唐名龙兴开元中今名，顺治十四年重建"
182,344,2,350,0,0,2,0,20,,,,,,,,27842,29,"Temple ID 140141 Location: 甌寧縣城內; Founding: 晋代; Other: 旧名林泉，唐代今名"
182,345,2,740,0,0,0,0,20,,,,,,,,27842,29,"Temple ID 140155 Location: 州東; Founding: 唐开元二十八年; Other: 本名开元宫，宋代今名"
182,346,2,730,0,0,2,0,20,,,,,,,,27842,29,"Temple ID 140214 Location: 澄海縣城內; Founding: 唐开元中"
182,347,2,730,0,0,2,0,20,,,,,,,,27842,29,"Temple ID 140238 Location: 海康縣城南調會坊; Founding: 唐开元中"
182,348,2,0,0,0,0,0,20,,,,,,,,27842,29,"Temple ID 140262 Location: 馬平縣西; Other: 柳州开元寺夏雨（宋吕本中）"
182,349,2,1666,0,0,0,0,20,,,,,,,,27842,29,"Temple ID 140508 Location: 黔西州東門外; Founding: 康熙五年"
183,350,1,,,,,18,18,,,,,,,,9599,2525,
184,351,1,,,,,18,18,,,,,,,,9599,12536,"from L.Walton: SYXA:supp 84.13a; 大明一統志 43.7b; Zhejiang tongzhi 28.710 [UCB ed.]; Fang Hui, Tongjiang xuji, 31.20 (""Preface on Seeing off Keshan Hea大明一統志aster Huang Zhengzhi 黃正之"")"
185,352,1,1282,,,,18,18,,,,,,,,9599,7542,"from L.Walton: 大明一統志 51.6b; Yu Ji, [Taiwan Huawen shuju 1911 photoreprint ed.], 4.7b-10a; Cheng Duanli [SMCS ed.], 5.1a-3b; SYXA:supp.84.35b4"
186,353,1,,,,,18,18,,,,,,,,9599,9162,"from L.Walton: Yuan Jue, 23.9b-10a (""Preface on Sending Off Hea大明一統志aster Chen"")"
187,354,1,,,,,18,18,,,,,,,,,,"from L.Walton: Liu Chenweng, 3.4a-6a"
188,355,1,,,,,18,18,,,,,,,,,,"from L.Walton: X u Youren, Zhizheng ji, 70.11b-13a"
189,356,2,,,,,,18,,,,,,,,9599,14155,"元代釋宗衍113207居石湖楞伽寺"
189,357,2,600,0,0,2,0,20,,,,,,,,27842,257,"Temple ID 138886 Location: 上方山; Founding: 隋代; Other: 俗名上方寺"
190,358,1,1248,,,,15,,,,,,,,,,,"from L.Walton: Wang Li, 6.1a-3a"
191,359,1,,,,,18,18,,,,,,,,9599,8312,"from L.Walton: Zhixun (1330-1) Zhenjiang zhi, 11.32b-34a; 大明一統志 11.6a"
191,360,1,,,,,18,18,,,,,,,,9599,8983,
191,361,1,,,,,18,18,,,,,,,,9599,12570,
191,362,1,,,,,18,18,,,,,,,,9599,13407,
191,2910,1,1119,538,1,2,15,,,,,,,,,38278,325,
191,2912,1,1119,538,1,2,15,,,,,,,,,38278,324,
191,2987,1,1119,538,1,2,15,,,,,,,,,38278,329,"多个出處:宋代書院與宋代學術之關係P329;元代書院之地理分佈P392."
191,3012,1,1119,538,1,2,15,,,,,,,,,38278,302,"多个出處:宋代書院與宋代學術之關係P302;江西古代書院研究P226."
191,3075,1,1068,528,1,0,15,,,,,,,,,38278,329,
191,3145,1,1134,617,4,0,59,,,,,,,,,38278,324,
191,3221,1,1176,544,3,0,15,,,,,,,,,38278,310,"多个出處:宋代書院與宋代學術之關係P310;江西古代書院研究P225."
191,3255,1,1198,604,4,0,17,,,,,,,,,38278,304,"多个出處:宋代書院與宋代學術之關係P304;江西古代書院研究P109,227."
191,3295,1,1218,610,11,0,17,,,,,,,,,38278,326,
191,3296,1,1219,610,12,0,17,,,,,,,,,38277,13;35,"多个出處:中國古代書院發展史P13,35;宋代書院與宋代學術之關係P324;元代書院之地理分佈P387;中國古代的書院制度P28."
191,3314,1,1226,593,1,2,78,,,,,,,,,38279,111;226,"多个出處:江西古代書院研究P111,226;元代書院之地理分佈P371."
191,3394,1,1264,623,1,0,18,,,,,,,,,38278,328,"多个出處:宋代書院與宋代學術之關係P328;元代書院之地理分佈P392."
191,3484,1,1300,625,4,2,18,,,,,,,,,38280,394,
191,3760,1,1064,527,1,2,15,,,,,,,,,38277,5;35,"多个出處:中國古代書院發展史P5,35;宋代書院與宋代學術之關係P301."
